client_id,predicted_transactions_1yr,expected_avg_profit,clv_1yr
458,140.60470324748042,5764.337500000001,810492.9636058232
2673,105.42577675489068,6933.184860557768,730936.3993095511
13261,125.01796407185628,5836.445104895105,729660.4844311377
1236,106.32608695652173,6630.625373134327,705008.4499999998
3284,108.07624113475178,6435.424550898203,695516.4955673759
1989,108.3130081300813,6297.270547945205,682076.3160569106
1350,107.88177339901478,6103.505833333334,658457.0332512315
3689,112.2308394160584,5854.589317507419,657065.4735401461
3601,117.52922422954305,5567.345874587459,654325.8416578108
85,95.4918918918919,6838.183884297523,652991.1162162165
1349,101.02332979851538,6437.024137931034,650289.612407211
11004,119.89051094890512,5412.460555555555,648902.6614963504
6753,102.22810394610202,6343.6082474226805,648495.0433108759
1996,102.6923076923077,6292.376029962546,646178.6153846154
4396,102.10008554319931,6244.024159021406,637515.4007698888
7434,90.66581306017926,6950.5402061855675,630176.3790012805
4656,97.77633289986996,6441.941747572817,629869.4408322498
9872,91.46370023419203,6866.057476635512,627995.0228337235
2303,98.32364341085272,6379.924820143885,627297.453003876
414,93.63420427553444,6666.649074074074,624226.3812351543
215,114.69036697247707,5406.097080291968,620027.2580275226
6610,92.97479747974798,6658.6653710247365,619088.0643564358
31,112.75084554678692,5453.912773722628,614933.2767756482
9202,112.75084554678692,5452.197810218979,614739.9131905299
3984,110.71428571428572,5545.865806451613,614006.5714285715
6001,88.61271676300578,6903.264761904762,611717.0450867052
3029,101.71075837742505,6011.834810126583,611468.2777777779
6299,89.17613636363637,6847.831229235879,610663.1314935064
3192,89.51520912547528,6812.164341085272,609792.3155893537
4974,99.71177944862156,6104.729816513757,608713.4730576437
2387,90.37428023032629,6696.544961240309,605195.4309021112
10355,116.57296650717703,5172.202996254679,602939.0466507174
1946,87.38599348534203,6890.604535147388,602142.3230184579
2698,90.97922848664689,6567.995,597551.1178041543
12991,93.89339513325608,6362.175225225227,597366.2323290848
11794,91.19584569732939,6539.280285035629,596355.1958456974
4113,100.0,5933.212368421055,593321.2368421055
13803,90.85611510791367,6521.067630057803,592478.8712230215
531,88.62303096143401,6675.618344519015,591613.5312330256
12050,119.44299390774587,4924.9101063829785,588246.0078328982
3257,89.14518317503392,6517.051111111108,580963.715061058
10040,92.84879948085658,6255.715816326533,580835.7034393253
5133,96.68594563331406,6002.437554585153,580351.3510699826
11683,97.91666666666667,5910.777872340428,578763.666666667
9505,105.33557046979865,5487.212015503876,577998.6079418344
11755,90.48319327731092,6380.199435028251,577300.8186274512
4043,85.1258389261745,6740.784172661873,573814.907718121
1762,82.33367983367984,6930.211059907837,570589.7785862789
5236,91.07142857142857,6261.200392156863,570216.4642857143
11329,94.57861635220127,6023.1213592233025,569658.4842767298
11596,95.23278370514063,5967.7557620817815,568325.993695441
2501,95.23278370514063,5966.266542750933,568184.1711930168
6275,86.11615245009075,6593.763846153846,567829.5725952814
160,92.27069351230425,6144.13539823009,566923.6342281881
9833,104.19966996699671,5388.830635838152,561514.3737623765
12468,87.83739837398375,6389.633108108108,561248.7487804878
3904,83.31021437578815,6709.637016574585,558981.2982345523
3763,99.95945102932002,5582.137585421409,557987.4086088581
10145,85.52067381316998,6491.099999999994,555123.2457886671
4098,84.49390815370197,6560.079352226721,554286.7422680412
13955,84.31610942249239,6564.7210526315785,553511.7386018236
4507,86.29739776951672,6357.3069182389945,548619.043866171
7348,96.28297362110311,5694.715000000002,548304.0941247004
9933,84.51021477213202,6451.486199095019,545216.4842849658
4786,83.014440433213,6564.401587301591,544940.1245487367
3326,81.45191409897292,6689.693723849376,544888.3585434176
8432,82.37240829346092,6597.927561837456,543487.1830143541
9417,105.71325648414985,5136.851990049751,543033.3519452449
78,90.83387622149837,5965.80366492147,541897.0716612382
2368,93.26152304609218,5792.940784313725,540258.4804609218
876,77.22592213114754,6975.198305084746,538666.1211577869
11851,80.91133004926108,6641.915000000001,537406.176724138
9760,104.70411233701103,5129.693006993009,537099.9528585759
5866,87.49552772808586,6135.932835820896,536866.6815742397
389,117.09897610921503,4581.548404255318,536494.6271331058
1157,88.55029585798816,6051.211653116531,535836.5821827744
4531,77.94800371402043,6863.463478260871,534993.276694522
10912,97.25084745762712,5486.834096692116,533599.2657627122
2058,76.5349474645957,6967.17777777778,533232.585198721
5281,85.88235294117646,6187.627717391302,531408.0274936059
3737,79.95618838992333,6625.0234999999975,529711.627053669
10095,76.9666001994018,6877.508747044918,529338.466101695
11093,99.90202275600505,5296.836258660502,529164.6564475341
11491,85.19770408163265,6208.184153005465,528923.0363520408
4299,81.47321428571429,6476.097500000001,527628.4793526786
